hotel,arrival_date_year,arrival_date_month,stays_in_week_nights,stays_in_weekend_nights,meal,Meal_cost,country,market_segment,daily_rate_per_night,required_car_parking_spaces,Revenue
City Hotel,2020,July,2,1,HB,$17.99 ,ITA,Online TA,$141.30 ,0,"$2,287.79 "
City Hotel,2020,July,5,2,BB,$12.99 ,BEL,Online TA,$125.10 ,0,"$3,412.60 "
City Hotel,2020,May,1,2,SC,$35.00 ,SWE,Online TA,$119.00 ,0,"$3,748.50 "
City Hotel,2020,August,3,1,SC,$35.00 ,POL,Online TA,$89.10 ,0,"$3,742.20 "
City Hotel,2020,August,5,2,BB,$12.99 ,TUR,Online TA,$117.00 ,0,"$3,191.64 "
City Hotel,2020,January,2,2,BB,$12.99 ,BRA,Online TA,$77.35 ,0,"$1,205.73 "
City Hotel,2020,June,3,0,BB,$12.99 ,NLD,Online TA,$121.33 ,0,"$1,418.47 "
City Hotel,2020,March,2,0,BB,$12.99 ,ITA,Online TA,$90.00 ,0,$701.46 
City Hotel,2020,August,4,1,SC,$35.00 ,ITA,Online TA,$89.10 ,0,"$4,677.75 "
City Hotel,2020,August,2,2,SC,$35.00 ,EGY,Online TA,$89.10 ,0,"$3,742.20 "
City Hotel,2020,August,2,2,BB,$12.99 ,BRA,Online TA,$180.00 ,0,"$2,805.84 "
City Hotel,2020,January,2,1,HB,$17.99 ,ITA,Online TA,$129.60 ,0,"$2,098.35 "
City Hotel,2020,January,3,2,BB,$12.99 ,BRA,Online TA,$77.35 ,0,"$1,507.16 "
City Hotel,2020,July,7,4,BB,$12.99 ,NOR,Online TA,$189.18 ,0,"$8,109.58 "
City Hotel,2020,July,3,0,BB,$12.99 ,BRA,Online TA,$93.65 ,0,"$1,094.86 "
City Hotel,2020,July,2,1,BB,$12.99 ,PRT,Online TA,$99.90 ,0,"$1,167.93 "
City Hotel,2020,July,4,2,BB,$12.99 ,CN,Online TA,$107.10 ,0,"$2,504.21 "
City Hotel,2020,August,0,2,SC,$35.00 ,BEL,Online TA,$89.10 ,0,"$1,871.10 "
City Hotel,2020,January,1,2,HB,$17.99 ,ITA,Online TA,$129.60 ,0,"$2,098.35 "
City Hotel,2020,July,3,0,BB,$12.99 ,BRA,Online TA,$156.60 ,0,"$1,830.81 "
City Hotel,2020,June,4,1,HB,$17.99 ,BEL,Online TA,$151.20 ,0,"$4,080.13 "
City Hotel,2020,March,4,0,BB,$12.99 ,DEU,Online TA,$85.00 ,0,"$1,324.98 "
City Hotel,2019,August,7,3,BB,$12.99 ,PRT,Online TA,$65.49 ,0,"$2,552.15 "
City Hotel,2020,April,4,2,BB,$12.99 ,SWE,Online TA,$109.80 ,0,"$2,567.34 "
City Hotel,2020,April,4,2,BB,$12.99 ,SWE,Online TA,$109.80 ,0,"$2,567.34 "
City Hotel,2020,April,4,2,SC,$35.00 ,SWE,Online TA,$99.00 ,0,"$6,237.00 "
City Hotel,2020,August,3,2,BB,$12.99 ,ITA,Online TA,$125.10 ,0,"$2,437.57 "
City Hotel,2020,July,3,1,BB,$12.99 ,GBR,Online TA,$120.60 ,0,"$1,879.91 "
City Hotel,2020,July,3,1,BB,$12.99 ,GBR,Online TA,$99.90 ,0,"$1,557.24 "
City Hotel,2020,March,4,0,BB,$12.99 ,DEU,Online TA,$85.00 ,0,"$1,324.98 "
City Hotel,2019,September,3,0,SC,$35.00 ,GBR,Online TA,$113.40 ,0,"$3,572.10 "
City Hotel,2019,September,3,0,SC,$35.00 ,GBR,Online TA,$113.40 ,0,"$3,572.10 "
City Hotel,2020,August,2,2,BB,$12.99 ,BEL,Online TA,$107.10 ,0,"$1,669.47 "
City Hotel,2020,August,6,3,BB,$12.99 ,ROU,Online TA,$135.00 ,0,"$4,734.86 "
City Hotel,2020,January,3,2,BB,$12.99 ,FRA,Online TA,$77.35 ,0,"$1,507.16 "
City Hotel,2020,July,1,2,BB,$12.99 ,AUT,Online TA,$93.65 ,0,"$1,094.86 "
City Hotel,2020,July,1,1,SC,$35.00 ,GBR,Online TA,$89.10 ,0,"$1,871.10 "
City Hotel,2020,June,1,1,HB,$17.99 ,DEU,Online TA,$164.70 ,0,"$1,777.77 "
City Hotel,2020,March,2,0,BB,$12.99 ,DEU,Online TA,$90.00 ,0,$701.46 
City Hotel,2020,May,2,1,HB,$17.99 ,ESP,Online TA,$136.20 ,0,"$2,205.21 "
City Hotel,2020,April,2,1,BB,$12.99 ,FRA,Online TA,$109.80 ,0,"$1,283.67 "
City Hotel,2020,April,2,1,BB,$12.99 ,FRA,Online TA,$126.00 ,0,"$1,473.07 "
City Hotel,2020,August,3,2,SC,$35.00 ,DEU,Online TA,$99.00 ,0,"$5,197.50 "
City Hotel,2020,August,3,2,BB,$12.99 ,DEU,Online TA,$166.50 ,0,"$3,244.25 "
City Hotel,2020,July,2,2,SC,$35.00 ,TWN,Online TA,$89.10 ,0,"$3,742.20 "
City Hotel,2020,June,2,2,BB,$12.99 ,GBR,Online TA,$130.50 ,0,"$2,034.23 "
City Hotel,2020,August,1,2,BB,$12.99 ,FRA,Online TA,$107.10 ,0,"$1,252.11 "
City Hotel,2020,August,4,1,BB,$12.99 ,GBR,Online TA,$179.10 ,0,"$3,489.76 "
City Hotel,2020,July,4,0,BB,$12.99 ,PRT,Online TA,$78.35 ,0,"$1,221.32 "
City Hotel,2020,July,2,2,SC,$35.00 ,FRA,Online TA,$89.10 ,0,"$3,742.20 "
City Hotel,2020,March,3,2,BB,$12.99 ,GBR,Online TA,$97.75 ,0,"$1,904.66 "
City Hotel,2020,March,3,2,BB,$12.99 ,GBR,Online TA,$85.00 ,0,"$1,656.23 "
City Hotel,2020,May,3,0,BB,$12.99 ,GBR,Online TA,$135.00 ,0,"$1,578.29 "
City Hotel,2020,May,2,1,SC,$35.00 ,NLD,Online TA,$119.10 ,0,"$3,751.65 "
City Hotel,2020,May,4,0,BB,$12.99 ,CHE,Online TA,$138.60 ,0,"$2,160.50 "
City Hotel,2020,May,4,0,BB,$12.99 ,CHE,Online TA,$157.50 ,0,"$2,455.11 "
City Hotel,2020,May,4,0,SC,$35.00 ,CHE,Online TA,$133.20 ,0,"$5,594.40 "
City Hotel,2020,May,4,0,BB,$12.99 ,CHE,Online TA,$157.50 ,0,"$2,455.11 "
City Hotel,2020,April,3,1,BB,$12.99 ,SWE,Online TA,$142.20 ,0,"$2,216.61 "
City Hotel,2020,April,5,0,SC,$35.00 ,BRA,Online TA,$99.00 ,0,"$5,197.50 "
City Hotel,2020,July,3,1,SC,$35.00 ,FRA,Online TA,$89.10 ,0,"$3,742.20 "
City Hotel,2020,July,4,1,BB,$12.99 ,DEU,Online TA,$107.10 ,0,"$2,086.84 "
City Hotel,2020,April,3,0,SC,$35.00 ,DEU,Online TA,$99.00 ,0,"$3,118.50 "
City Hotel,2020,April,2,1,SC,$35.00 ,ITA,Online TA,$99.00 ,0,"$3,118.50 "
City Hotel,2020,April,2,1,BB,$12.99 ,ITA,Online TA,$142.20 ,0,"$1,662.46 "
City Hotel,2020,August,1,0,BB,$12.99 ,BEL,Online TA,$116.10 ,0,$452.44 
City Hotel,2020,August,5,2,HB,$17.99 ,FRA,Online TA,$167.85 ,0,"$6,341.21 "
City Hotel,2020,July,4,1,SC,$35.00 ,PRT,Online TA,$80.09 ,0,"$4,204.73 "
City Hotel,2020,July,2,0,SC,$35.00 ,ISR,Online TA,$89.10 ,0,"$1,871.10 "
City Hotel,2020,July,2,0,BB,$12.99 ,ISR,Online TA,$156.60 ,0,"$1,220.54 "
City Hotel,2020,June,5,2,BB,$12.99 ,NLD,Online TA,$109.80 ,0,"$2,995.23 "
City Hotel,2020,March,2,2,HB,$17.99 ,ESP,Online TA,$164.05 ,0,"$3,541.51 "
City Hotel,2020,August,6,3,SC,$35.00 ,PRT,Online TA,$89.10 ,0,"$8,419.95 "
City Hotel,2020,August,4,2,SC,$35.00 ,ITA,Online TA,$89.10 ,0,"$5,613.30 "
City Hotel,2020,August,3,1,BB,$12.99 ,BRA,Online TA,$109.80 ,0,"$1,711.56 "
City Hotel,2020,August,3,1,SC,$35.00 ,BRA,Online TA,$99.00 ,0,"$4,158.00 "
City Hotel,2020,February,1,0,BB,$12.99 ,GBR,Online TA,$84.60 ,0,$329.69 
City Hotel,2020,June,3,1,BB,$12.99 ,GBR,Online TA,$136.75 ,0,"$2,131.66 "
City Hotel,2020,June,4,1,HB,$17.99 ,IRN,Online TA,$177.70 ,0,"$4,795.23 "
City Hotel,2020,June,8,4,BB,$12.99 ,DNK,Online TA,$116.93 ,0,"$5,468.11 "
City Hotel,2020,June,8,4,BB,$12.99 ,DNK,Online TA,$114.08 ,0,"$5,334.84 "
City Hotel,2020,June,8,4,BB,$12.99 ,PRT,Online TA,$112.87 ,0,"$5,278.25 "
City Hotel,2020,May,3,1,BB,$12.99 ,PRT,Online TA,$122.00 ,0,"$1,901.74 "
City Hotel,2020,May,3,1,BB,$12.99 ,PRT,Online TA,$139.50 ,0,"$2,174.53 "
City Hotel,2020,August,7,2,HB,$17.99 ,BRA,Online TA,$256.00 ,0,"$12,434.69 "
City Hotel,2020,July,2,0,BB,$12.99 ,IRL,Online TA,$107.10 ,0,$834.74 
City Hotel,2020,May,3,0,BB,$12.99 ,AUT,Online TA,$108.95 ,0,"$1,273.73 "
City Hotel,2020,August,2,2,BB,$12.99 ,ITA,Online TA,$109.80 ,0,"$1,711.56 "
City Hotel,2020,July,3,2,BB,$12.99 ,DEU,Online TA,$107.10 ,0,"$2,086.84 "
City Hotel,2020,July,3,0,SC,$35.00 ,GBR,Online TA,$89.10 ,0,"$2,806.65 "
City Hotel,2020,May,4,0,BB,$12.99 ,HUN,Online TA,$123.30 ,0,"$1,922.00 "
City Hotel,2020,May,3,0,BB,$12.99 ,AUT,Online TA,$135.90 ,0,"$1,588.81 "
City Hotel,2020,May,3,0,BB,$12.99 ,AUT,Online TA,$108.95 ,0,"$1,273.73 "
City Hotel,2020,May,3,1,BB,$12.99 ,FRA,Online TA,$138.60 ,0,"$2,160.50 "
City Hotel,2020,April,2,0,BB,$12.99 ,PRT,Online TA,$84.55 ,0,$658.98 
City Hotel,2020,August,3,0,HB,$17.99 ,ESP,Online TA,$154.80 ,0,"$2,506.37 "
City Hotel,2020,August,3,0,HB,$17.99 ,ESP,Online TA,$167.85 ,0,"$2,717.66 "
City Hotel,2020,January,4,1,BB,$12.99 ,RUS,Online TA,$141.14 ,0,"$2,750.11 "
City Hotel,2020,January,4,1,BB,$12.99 ,RUS,Online TA,$141.14 ,0,"$2,750.11 "
City Hotel,2020,July,5,2,BB,$12.99 ,BEL,Online TA,$125.10 ,0,"$3,412.60 "
City Hotel,2018,October,3,0,BB,$12.99 ,PRT,Online TA,$65.29 ,0,$763.31 
City Hotel,2020,April,3,1,BB,$12.99 ,FRA,Online TA,$126.00 ,0,"$1,964.09 "
City Hotel,2020,April,4,0,BB,$12.99 ,DNK,Online TA,$123.30 ,0,"$1,922.00 "
City Hotel,2020,April,3,2,BB,$12.99 ,CHE,Online TA,$109.80 ,0,"$2,139.45 "
City Hotel,2020,August,3,0,HB,$17.99 ,ESP,Online TA,$160.53 ,0,"$2,599.14 "
City Hotel,2020,August,3,0,HB,$17.99 ,ESP,Online TA,$174.07 ,0,"$2,818.37 "
City Hotel,2020,March,3,0,BB,$12.99 ,CHE,Online TA,$106.20 ,0,"$1,241.58 "
City Hotel,2020,May,2,1,BB,$12.99 ,GBR,Online TA,$135.00 ,0,"$1,578.29 "
City Hotel,2020,April,1,1,SC,$35.00 ,ITA,Online TA,$99.00 ,0,"$2,079.00 "
City Hotel,2020,April,2,1,SC,$35.00 ,ITA,Online TA,$99.00 ,0,"$3,118.50 "
City Hotel,2020,January,1,1,BB,$12.99 ,PRT,Online TA,$81.90 ,0,$638.33 
City Hotel,2020,July,2,0,BB,$12.99 ,ITA,Online TA,$99.90 ,0,$778.62 
City Hotel,2020,July,2,0,HB,$17.99 ,ITA,Online TA,$154.80 ,0,"$1,670.91 "
City Hotel,2020,July,2,0,HB,$17.99 ,ITA,Online TA,$190.80 ,0,"$2,059.50 "
City Hotel,2020,July,2,0,HB,$17.99 ,ITA,Online TA,$190.80 ,0,"$2,059.50 "
City Hotel,2020,July,3,1,SC,$35.00 ,FRA,Online TA,$89.10 ,0,"$3,742.20 "
City Hotel,2020,July,3,1,SC,$35.00 ,FRA,Online TA,$89.10 ,0,"$3,742.20 "
City Hotel,2020,June,1,2,BB,$12.99 ,AUT,Online TA,$138.60 ,0,"$1,620.37 "
City Hotel,2020,June,1,2,BB,$12.99 ,AUT,Online TA,$197.10 ,0,"$2,304.30 "
City Hotel,2020,June,1,2,BB,$12.99 ,AUT,Online TA,$157.50 ,0,"$1,841.33 "
City Hotel,2020,March,3,0,BB,$12.99 ,DEU,Online TA,$90.00 ,0,"$1,052.19 "
City Hotel,2020,May,3,2,SC,$35.00 ,BRA,Online TA,$109.44 ,0,"$5,745.60 "
City Hotel,2020,May,3,2,HB,$17.99 ,BEL,Online TA,$126.54 ,0,"$3,414.68 "
City Hotel,2020,May,3,1,HB,$17.99 ,CHE,Online TA,$130.05 ,0,"$2,807.52 "
City Hotel,2020,August,1,2,BB,$12.99 ,NLD,Online TA,$179.10 ,0,"$2,093.86 "
City Hotel,2020,July,3,1,BB,$12.99 ,GBR,Online TA,$120.60 ,0,"$1,879.91 "
City Hotel,2018,October,3,0,BB,$12.99 ,PRT,Online TA,$65.29 ,0,$763.31 
City Hotel,2020,April,2,1,HB,$17.99 ,ITA,Online TA,$144.00 ,0,"$2,331.50 "
City Hotel,2020,August,5,4,SC,$35.00 ,GBR,Online TA,$105.10 ,0,"$9,931.95 "
City Hotel,2020,July,0,1,SC,$35.00 ,DEU,Online TA,$89.10 ,0,$935.55 
City Hotel,2020,July,5,2,BB,$12.99 ,GBR,Online TA,$139.50 ,0,"$3,805.42 "
City Hotel,2020,June,3,0,BB,$12.99 ,USA,Online TA,$117.00 ,0,"$1,367.85 "
City Hotel,2020,June,3,0,BB,$12.99 ,USA,Online TA,$149.40 ,0,"$1,746.64 "
City Hotel,2019,June,2,1,BB,$12.99 ,PRT,Online TA,$94.50 ,0,"$1,104.80 "
City Hotel,2020,July,3,1,BB,$12.99 ,ESP,Online TA,$179.10 ,0,"$2,791.81 "
City Hotel,2020,May,3,0,BB,$12.99 ,AUT,Online TA,$108.95 ,0,"$1,273.73 "
City Hotel,2020,May,3,0,BB,$12.99 ,AUT,Online TA,$108.95 ,0,"$1,273.73 "
City Hotel,2020,April,1,1,BB,$12.99 ,GBR,Online TA,$109.80 ,0,$855.78 
City Hotel,2020,August,3,1,HB,$17.99 ,FRA,Online TA,$141.30 ,0,"$3,050.38 "
City Hotel,2020,August,3,1,BB,$12.99 ,FRA,Online TA,$107.10 ,0,"$1,669.47 "
City Hotel,2020,August,4,0,BB,$12.99 ,BEL,Online TA,$179.10 ,0,"$2,791.81 "
City Hotel,2020,January,2,1,BB,$12.99 ,ARG,Online TA,$81.90 ,0,$957.49 
City Hotel,2020,January,2,1,BB,$12.99 ,ARG,Online TA,$98.10 ,0,"$1,146.89 "
City Hotel,2020,January,2,1,BB,$12.99 ,ARG,Online TA,$114.30 ,0,"$1,336.28 "
City Hotel,2020,June,4,2,HB,$17.99 ,LUX,Online TA,$156.60 ,0,"$5,071.02 "
City Hotel,2020,June,2,0,BB,$12.99 ,DEU,Online TA,$130.00 ,0,"$1,013.22 "
City Hotel,2020,June,2,0,BB,$12.99 ,DEU,Online TA,$229.00 ,0,"$1,784.83 "
City Hotel,2020,May,3,0,BB,$12.99 ,NOR,Online TA,$135.00 ,0,"$1,578.29 "
City Hotel,2020,April,5,2,BB,$12.99 ,BRA,Online TA,$109.80 ,0,"$2,995.23 "
City Hotel,2020,August,4,0,SC,$35.00 ,FRA,Online TA,$89.10 ,0,"$3,742.20 "
City Hotel,2020,August,2,0,BB,$12.99 ,BEL,Online TA,$125.10 ,0,$975.03 
City Hotel,2020,July,1,0,SC,$35.00 ,DEU,Online TA,$89.10 ,0,$935.55 
City Hotel,2020,July,5,0,SC,$35.00 ,PRT,Online TA,$83.71 ,0,"$4,394.77 "
City Hotel,2020,August,5,2,SC,$35.00 ,GBR,Online TA,$94.24 ,0,"$6,926.64 "
City Hotel,2020,February,1,0,BB,$12.99 ,FRA,Online TA,$153.90 ,0,$599.75 
City Hotel,2020,July,1,2,BB,$12.99 ,BRA,Online TA,$123.30 ,0,"$1,441.50 "
City Hotel,2020,July,1,2,BB,$12.99 ,DEU,Online TA,$156.60 ,0,"$1,830.81 "
City Hotel,2020,March,5,2,BB,$12.99 ,GRC,Online TA,$100.30 ,0,"$2,736.08 "
City Hotel,2020,May,2,0,BB,$12.99 ,CHE,Online TA,$130.50 ,0,"$1,017.12 "
City Hotel,2020,May,2,0,BB,$12.99 ,CHE,Online TA,$135.90 ,0,"$1,059.20 "
City Hotel,2020,January,2,0,BB,$12.99 ,PRT,Online TA,$56.62 ,0,$441.30 
City Hotel,2020,January,2,0,BB,$12.99 ,PRT,Online TA,$59.91 ,0,$466.94 
City Hotel,2020,January,2,0,BB,$12.99 ,PRT,Online TA,$59.91 ,0,$466.94 
City Hotel,2020,January,2,0,BB,$12.99 ,PRT,Online TA,$83.61 ,0,$651.66 
City Hotel,2020,July,2,2,SC,$35.00 ,ESP,Online TA,$89.10 ,0,"$3,742.20 "
City Hotel,2020,July,3,0,BB,$12.99 ,GBR,Online TA,$120.60 ,0,"$1,409.93 "
City Hotel,2020,April,4,1,SC,$35.00 ,BRA,Online TA,$99.00 ,0,"$5,197.50 "
City Hotel,2020,August,1,0,BB,$12.99 ,DEU,Online TA,$120.60 ,0,$469.98 
City Hotel,2020,August,2,1,BB,$12.99 ,DEU,Online TA,$107.10 ,0,"$1,252.11 "
City Hotel,2020,August,2,1,BB,$12.99 ,BEL,Online TA,$107.10 ,0,"$1,252.11 "
City Hotel,2020,March,3,0,BB,$12.99 ,IRL,Online TA,$96.60 ,0,"$1,129.35 "
City Hotel,2019,September,5,2,BB,$12.99 ,FRA,Online TA,$177.30 ,0,"$4,836.57 "
City Hotel,2020,August,1,1,BB,$12.99 ,FRA,Online TA,$107.10 ,0,$834.74 
City Hotel,2020,January,2,2,BB,$12.99 ,FRA,Online TA,$77.35 ,0,"$1,205.73 "
City Hotel,2020,July,1,2,BB,$12.99 ,BRA,Online TA,$107.10 ,0,"$1,252.11 "
City Hotel,2020,July,3,0,BB,$12.99 ,NOR,Online TA,$139.50 ,0,"$1,630.89 "
City Hotel,2020,July,3,1,BB,$12.99 ,NOR,Online TA,$139.50 ,0,"$2,174.53 "
City Hotel,2020,July,1,0,BB,$12.99 ,PRT,Online TA,$120.60 ,0,$469.98 
City Hotel,2020,May,3,0,BB,$12.99 ,FRA,Online TA,$153.90 ,0,"$1,799.24 "
City Hotel,2019,August,1,0,BB,$12.99 ,PRT,Online TA,$94.95 ,0,$370.02 
City Hotel,2020,April,6,2,BB,$12.99 ,LUX,Online TA,$126.00 ,0,"$3,928.18 "
City Hotel,2020,August,4,2,BB,$12.99 ,ITA,Online TA,$113.10 ,0,"$2,644.50 "
City Hotel,2020,July,2,0,BB,$12.99 ,COL,Online TA,$148.50 ,0,"$1,157.41 "
City Hotel,2020,April,4,0,BB,$12.99 ,DEU,Online TA,$109.80 ,0,"$1,711.56 "
City Hotel,2020,April,2,1,BB,$12.99 ,BRA,Online TA,$123.30 ,0,"$1,441.50 "
City Hotel,2020,August,3,1,BB,$12.99 ,MAR,Online TA,$107.10 ,0,"$1,669.47 "
City Hotel,2020,June,3,0,BB,$12.99 ,GBR,Online TA,$130.00 ,0,"$1,519.83 "
City Hotel,2020,June,2,1,BB,$12.99 ,GBR,Online TA,$117.00 ,0,"$1,367.85 "
City Hotel,2020,March,3,0,BB,$12.99 ,GBR,Online TA,$90.00 ,0,"$1,052.19 "
City Hotel,2020,March,3,0,BB,$12.99 ,GBR,Online TA,$90.00 ,0,"$1,052.19 "
City Hotel,2020,July,2,0,HB,$17.99 ,ITA,Online TA,$141.30 ,0,"$1,525.19 "
City Hotel,2020,July,2,0,HB,$17.99 ,ITA,Online TA,$212.00 ,0,"$2,288.33 "
City Hotel,2020,June,3,0,SC,$35.00 ,MOZ,Online TA,$99.00 ,0,"$3,118.50 "
City Hotel,2020,May,3,0,SC,$35.00 ,AUT,Online TA,$129.00 ,0,"$4,063.50 "
City Hotel,2020,April,3,0,SC,$35.00 ,TUR,Online TA,$99.00 ,0,"$3,118.50 "
City Hotel,2020,August,2,1,BB,$12.99 ,GBR,Online TA,$125.10 ,0,"$1,462.54 "
City Hotel,2020,August,2,1,BB,$12.99 ,GBR,Online TA,$156.60 ,0,"$1,830.81 "
City Hotel,2020,August,2,2,BB,$12.99 ,ITA,Online TA,$107.10 ,0,"$1,669.47 "
City Hotel,2020,August,3,0,BB,$12.99 ,ESP,Online TA,$134.10 ,0,"$1,567.76 "
City Hotel,2020,July,1,1,SC,$35.00 ,GBR,Online TA,$89.10 ,0,"$1,871.10 "
City Hotel,2020,May,1,1,HB,$17.99 ,USA,Online TA,$126.90 ,0,"$1,369.76 "
City Hotel,2020,April,1,2,BB,$12.99 ,ITA,Online TA,$104.40 ,0,"$1,220.54 "
City Hotel,2020,April,3,0,BB,$12.99 ,SWE,Online TA,$126.00 ,0,"$1,473.07 "
City Hotel,2020,April,3,0,BB,$12.99 ,SWE,Online TA,$104.40 ,0,"$1,220.54 "
City Hotel,2020,April,3,0,SC,$35.00 ,SWE,Online TA,$99.00 ,0,"$3,118.50 "
City Hotel,2020,April,2,1,BB,$12.99 ,BRA,Online TA,$109.80 ,0,"$1,283.67 "
City Hotel,2020,April,4,2,HB,$17.99 ,MNE,Online TA,$168.75 ,0,"$5,464.46 "
City Hotel,2020,January,5,1,BB,$12.99 ,ARG,Online TA,$107.95 ,0,"$2,524.09 "
City Hotel,2020,July,1,0,BB,$12.99 ,BRA,Online TA,$107.10 ,0,$417.37 
City Hotel,2020,May,5,0,BB,$12.99 ,BGR,Online TA,$134.55 ,0,"$2,621.71 "
City Hotel,2020,May,3,0,BB,$12.99 ,AUT,Online TA,$140.25 ,0,"$1,639.66 "
City Hotel,2020,April,3,1,BB,$12.99 ,BHR,Online TA,$126.00 ,0,"$1,964.09 "
City Hotel,2020,April,2,1,BB,$12.99 ,GBR,Online TA,$104.40 ,0,"$1,220.54 "
City Hotel,2020,April,2,2,BB,$12.99 ,GBR,Online TA,$104.40 ,0,"$1,627.39 "
City Hotel,2020,August,5,0,BB,$12.99 ,ESP,Online TA,$107.10 ,0,"$2,086.84 "
City Hotel,2020,July,3,2,BB,$12.99 ,DEU,Online TA,$107.10 ,0,"$2,086.84 "
City Hotel,2020,June,5,2,BB,$12.99 ,GBR,Online TA,$126.90 ,0,"$3,461.71 "
City Hotel,2020,June,4,0,SC,$35.00 ,BRA,Online TA,$110.00 ,0,"$4,620.00 "
City Hotel,2020,March,3,0,BB,$12.99 ,GBR,Online TA,$81.90 ,0,$957.49 
City Hotel,2020,May,2,1,BB,$12.99 ,GBR,Online TA,$142.20 ,0,"$1,662.46 "
City Hotel,2020,April,1,1,BB,$12.99 ,BEL,Online TA,$109.80 ,0,$855.78 
City Hotel,2020,July,1,2,BB,$12.99 ,BRA,Online TA,$123.30 ,0,"$1,441.50 "
City Hotel,2020,April,3,2,SC,$35.00 ,DEU,Online TA,$99.00 ,0,"$5,197.50 "
City Hotel,2020,August,1,0,BB,$12.99 ,DEU,Online TA,$107.10 ,0,$417.37 
City Hotel,2020,July,3,0,SC,$35.00 ,GBR,Online TA,$89.10 ,0,"$2,806.65 "
City Hotel,2020,May,3,1,BB,$12.99 ,BRA,Online TA,$116.33 ,0,"$1,813.35 "
City Hotel,2020,May,0,1,BB,$12.99 ,DEU,Online TA,$135.90 ,0,$529.60 
City Hotel,2020,May,3,0,BB,$12.99 ,DEU,Online TA,$132.60 ,0,"$1,550.23 "
City Hotel,2020,August,5,2,BB,$12.99 ,FRA,Online TA,$107.10 ,0,"$2,921.58 "
City Hotel,2020,July,4,1,SC,$35.00 ,POL,Online TA,$89.10 ,0,"$4,677.75 "
City Hotel,2020,July,9,3,BB,$12.99 ,DEU,Online TA,$107.10 ,0,"$5,008.42 "
City Hotel,2020,July,1,0,BB,$12.99 ,BRA,Online TA,$123.30 ,0,$480.50 
City Hotel,2020,July,1,2,BB,$12.99 ,ESP,Online TA,$107.10 ,0,"$1,252.11 "
City Hotel,2020,August,2,2,SC,$35.00 ,PRT,Online TA,$89.10 ,0,"$3,742.20 "
City Hotel,2020,July,2,2,SC,$35.00 ,BRA,Online TA,$89.10 ,0,"$3,742.20 "
City Hotel,2020,July,2,2,BB,$12.99 ,BRA,Online TA,$155.00 ,0,"$2,416.14 "
City Hotel,2020,March,3,0,BB,$12.99 ,GBR,Online TA,$81.90 ,0,$957.49 
City Hotel,2020,March,3,0,BB,$12.99 ,GBR,Online TA,$81.90 ,0,$957.49 
City Hotel,2018,December,4,2,BB,$12.99 ,PRT,Online TA,$72.25 ,0,"$1,689.35 "
City Hotel,2020,June,5,2,HB,$17.99 ,LUX,Online TA,$168.75 ,0,"$6,375.21 "
City Hotel,2020,May,4,0,SC,$35.00 ,BRA,Online TA,$107.33 ,0,"$4,507.86 "
City Hotel,2020,April,1,1,SC,$35.00 ,ESP,Online TA,$99.00 ,0,"$2,079.00 "
City Hotel,2020,August,3,0,BB,$12.99 ,URY,Online TA,$107.10 ,0,"$1,252.11 "
City Hotel,2020,August,3,0,BB,$12.99 ,URY,Online TA,$156.60 ,0,"$1,830.81 "
City Hotel,2020,April,6,2,BB,$12.99 ,DEU,Online TA,$109.80 ,0,"$3,423.12 "
City Hotel,2020,April,2,1,SC,$35.00 ,GBR,Online TA,$99.00 ,0,"$3,118.50 "
City Hotel,2020,August,5,2,BB,$12.99 ,POL,Online TA,$135.39 ,0,"$3,693.30 "
City Hotel,2020,January,2,2,BB,$12.99 ,BRA,Online TA,$77.35 ,0,"$1,205.73 "
City Hotel,2020,January,2,2,BB,$12.99 ,BRA,Online TA,$77.35 ,0,"$1,205.73 "
City Hotel,2020,July,4,1,BB,$12.99 ,PRT,Online TA,$214.10 ,0,"$4,171.74 "
City Hotel,2020,June,7,2,SC,$35.00 ,NOR,Online TA,$99.00 ,0,"$9,355.50 "
City Hotel,2020,May,4,0,BB,$12.99 ,NLD,Online TA,$118.35 ,0,"$1,844.84 "
City Hotel,2020,May,4,0,SC,$35.00 ,NLD,Online TA,$110.25 ,0,"$4,630.50 "
City Hotel,2020,April,3,0,BB,$12.99 ,IRL,Online TA,$109.80 ,0,"$1,283.67 "
City Hotel,2020,April,4,1,BB,$12.99 ,CHE,Online TA,$123.30 ,0,"$2,402.50 "
City Hotel,2020,August,2,1,SC,$35.00 ,GBR,Online TA,$89.10 ,0,"$2,806.65 "
City Hotel,2020,May,3,1,BB,$12.99 ,DEU,Online TA,$142.20 ,0,"$2,216.61 "
City Hotel,2020,May,3,0,HB,$17.99 ,FRA,Online TA,$144.00 ,0,"$2,331.50 "
City Hotel,2020,April,5,1,HB,$17.99 ,GBR,Online TA,$193.50 ,0,"$6,265.92 "
City Hotel,2020,August,7,2,BB,$12.99 ,POL,Online TA,$141.10 ,0,"$4,948.80 "
City Hotel,2020,February,5,2,BB,$12.99 ,ROU,Online TA,$77.35 ,0,"$2,110.03 "
City Hotel,2020,July,3,2,BB,$12.99 ,DOM,Online TA,$183.08 ,0,"$3,567.31 "
City Hotel,2020,July,3,2,BB,$12.99 ,DOM,Online TA,$183.08 ,0,"$3,567.31 "
City Hotel,2020,July,3,2,SC,$35.00 ,DOM,Online TA,$89.10 ,0,"$4,677.75 "
City Hotel,2020,May,4,0,BB,$12.99 ,NLD,Online TA,$109.80 ,0,"$1,711.56 "
